Date,Temp
06/07/1980,22.31762865
07/07/1980,21.70709468
08/07/1980,22.04903303
09/07/1980,23.07194057
10/07/1980,22.42671441
11/07/1980,22.42671441
12/07/1980,22.82043742
13/07/1980,22.44995988
14/07/1980,22.1157044
15/07/1980,21.60671441
16/07/1980,22.00143482
17/07/1980,22.31858372
18/07/1980,21.55187002
19/07/1980,22.52715112
20/07/1980,21.52671441
21/07/1980,21.9299881
22/07/1980,22.79095728
23/07/1980,22.39091495
24/07/1980,21.60615372
25/07/1980,21.84671441
26/07/1980,21.45376605
27/07/1980,22.34997399
28/07/1980,21.78806386
29/07/1980,22.10901893
30/07/1980,22.53851317
31/07/1980,22.42671441
01/08/1980,22.43280462
02/08/1980,21.19280462
03/08/1980,21.75280462
04/08/1980,20.81280462
05/08/1980,21.17280462
06/08/1980,22.05280462
07/08/1980,22.13280462
08/08/1980,21.75280462
09/08/1980,21.87280462
10/08/1980,22.57280462
11/08/1980,22.99280462
12/08/1980,21.31280462
13/08/1980,21.67280462
14/08/1980,21.95280462
15/08/1980,20.17280462
16/08/1980,22.69280462
17/08/1980,23.17280462
18/08/1980,22.57280462
19/08/1980,22.55280462
20/08/1980,22.69280462
21/08/1980,23.11280462
22/08/1980,23.45280462
23/08/1980,23.75280462
24/08/1980,22.37280462
25/08/1980,22.27595402
26/08/1980,22.43280462
27/08/1980,23.89280462
28/08/1980,21.91280462
29/08/1980,21.89280462
30/08/1980,21.45280462
31/08/1980,21.83280462
01/09/1980,22.52992835
02/09/1980,23.45073433
03/09/1980,22.80992835
04/09/1980,22.82992835
05/09/1980,23.40992835
06/09/1980,24.26881008
07/09/1980,23.76992835
08/09/1980,24.02992835
09/09/1980,23.23265857
10/09/1980,23.34992835
11/09/1980,23.363122
12/09/1980,23.08125419
13/09/1980,22.44600131
14/09/1980,22.56992835
15/09/1980,22.96992835
16/09/1980,24.00992835
17/09/1980,23.86992835
18/09/1980,23.90992835
19/09/1980,22.92992835
20/09/1980,23.04992835
21/09/1980,24.06992835
22/09/1980,23.72992835
23/09/1980,23.82992835
24/09/1980,23.54992835
25/09/1980,23.76992835
26/09/1980,22.74992835
27/09/1980,22.54992835
28/09/1980,23.46992835
29/09/1980,23.22992835
30/09/1980,23.14992835
01/10/1980,23.23433303
02/10/1980,22.69433303
03/10/1980,22.81433303
04/10/1980,22.79433303
05/10/1980,24.03050587
06/10/1980,23.03433303
07/10/1980,23.75433303
08/10/1980,23.97433303
09/10/1980,23.91433303
10/10/1980,23.33433303
11/10/1980,24.13433303
12/10/1980,24.03433303
13/10/1980,23.85433303
14/10/1980,24.15433303
15/10/1980,24.55433303
16/10/1980,24.71238779
17/10/1980,24.67433303
18/10/1980,24.52001422
19/10/1980,24.09433303
20/10/1980,22.9885534
21/10/1980,22.57617984
22/10/1980,23.99433303
23/10/1980,23.63433303
24/10/1980,24.6342697
25/10/1980,23.95433303
26/10/1980,23.779986
27/10/1980,23.87433303
28/10/1980,24.37433303
29/10/1980,24.29433303
30/10/1980,24.81433303
31/10/1980,24.23433303
01/11/1980,24.53522042
02/11/1980,24.93522042
03/11/1980,24.37522042
04/11/1980,24.63522042
05/11/1980,25.17522042
06/11/1980,25.85522042
07/11/1980,25.81522042
08/11/1980,25.19522042
09/11/1980,25.61522042
10/11/1980,24.55522042
11/11/1980,25.37522042
12/11/1980,25.57522042
13/11/1980,24.67522042
14/11/1980,24.29522042
15/11/1980,24.35522042
16/11/1980,23.65522042
17/11/1980,25.21522042
18/11/1980,24.25522042
19/11/1980,24.67522042
20/11/1980,25.69522042
21/11/1980,23.97522042
22/11/1980,23.39522042
23/11/1980,24.65522042
24/11/1980,23.13522042
25/11/1980,23.95522042
26/11/1980,24.23522042
27/11/1980,24.33522042
28/11/1980,24.59522042
29/11/1980,24.33522042
30/11/1980,24.17522042
01/12/1980,24.34120367
02/12/1980,24.08120367
03/12/1980,23.68120367
04/12/1980,24.18120367
05/12/1980,25.10120367
06/12/1980,25.28120367
07/12/1980,24.98120367
08/12/1980,24.88120367
09/12/1980,24.66120367
10/12/1980,24.42120367
11/12/1980,25.14120367
12/12/1980,25.18120367
13/12/1980,24.70120367
14/12/1980,24.30120367
15/12/1980,24.06120367
16/12/1980,25.20120367
17/12/1980,24.66120367
18/12/1980,25.20120367
19/12/1980,26.18120367
20/12/1980,25.24120367
21/12/1980,22.64120367
22/12/1980,23.56120367
23/12/1980,23.50120367
24/12/1980,25.08120367
25/12/1980,25.52120367
26/12/1980,23.54120367
27/12/1980,25.38120367
28/12/1980,24.86120367
29/12/1980,24.96120367
30/12/1980,24.92120367
31/12/1980,24.50120367
01/01/1981,25.24684909
02/01/1981,25.52831415
03/01/1981,26.02831415
04/01/1981,25.80831415
05/01/1981,25.12305704
06/01/1981,24.67066937
07/01/1981,25.40309937
08/01/1981,25.18023416
09/01/1981,25.57833814
10/01/1981,25.34831415
11/01/1981,25.27926498
12/01/1981,25.12308526
13/01/1981,25.27926498
14/01/1981,25.16019183
15/01/1981,25.71926498
16/01/1981,25.82784649
17/01/1981,25.03829581
18/01/1981,24.56831415
19/01/1981,24.30308526
20/01/1981,24.30116101
21/01/1981,25.01830992
22/01/1981,24.02831415
23/01/1981,25.7068632
24/01/1981,25.75259361
25/01/1981,23.02831415
26/01/1981,24.84691964
27/01/1981,23.86881567
28/01/1981,25.03550115
29/01/1981,23.62116101
30/01/1981,24.48831415
31/01/1981,25.08595046
01/02/1981,25.82805483
02/02/1981,24.76163747
03/02/1981,24.94163747
04/02/1981,24.12327949
05/02/1981,24.94163747
06/02/1981,23.45370058
07/02/1981,25.34163747
08/02/1981,25.79471209
09/02/1981,25.5747262
10/02/1981,25.5375773
11/02/1981,24.37563894
12/02/1981,25.24899579
13/02/1981,25.26136935
14/02/1981,25.57950154
15/02/1981,25.80235264
16/02/1981,25.26136935
17/02/1981,24.10163747
18/02/1981,24.86163747
19/02/1981,24.69851826
20/02/1981,25.47278784
21/02/1981,25.57947332
22/02/1981,25.751861
23/02/1981,25.1204425
24/02/1981,25.4547262
25/02/1981,25.55378524
26/02/1981,25.51377113
27/02/1981,26.27260551
28/02/1981,25.30163747
01/03/1981,25.22458158
02/03/1981,26.12733292
03/03/1981,25.36458158
04/03/1981,24.92458158
05/03/1981,25.78458158
06/03/1981,26.00458158
07/03/1981,26.47781045
08/03/1981,25.80458158
09/03/1981,25.52458158
10/03/1981,25.82458158
11/03/1981,25.86458158
12/03/1981,25.18458158
13/03/1981,23.98458158
14/03/1981,24.22458158
15/03/1981,24.82458158
16/03/1981,24.14458158
17/03/1981,24.12458158
18/03/1981,23.09210826
19/03/1981,23.72458158
20/03/1981,25.88315357
21/03/1981,23.94458158
22/03/1981,23.66458158
23/03/1981,24.08458158
24/03/1981,24.12458158
25/03/1981,25.16458158
26/03/1981,24.40458158
27/03/1981,23.14458158
28/03/1981,24.70458158
29/03/1981,23.08458158
30/03/1981,25.02356908
31/03/1981,25.16458158
01/04/1981,23.55352551
02/04/1981,25.02636936
03/04/1981,25.21352551
04/04/1981,24.66447333
05/04/1981,25.2711447
06/04/1981,24.39113059
07/04/1981,23.97304073
08/04/1981,23.94063895
09/04/1981,23.57201511
10/04/1981,23.90061073
11/04/1981,24.10729621
12/04/1981,25.07352551
13/04/1981,24.69778785
14/04/1981,25.11352551
15/04/1981,24.65395347
16/04/1981,24.96350415
17/04/1981,24.53679045
18/04/1981,25.09398169
19/04/1981,25.11352551
20/04/1981,25.08444511
21/04/1981,24.89352551
22/04/1981,24.47684689
23/04/1981,23.86444511
24/04/1981,23.99352551
25/04/1981,24.89017552
26/04/1981,24.08444511
27/04/1981,24.59589182
28/04/1981,25.44733854
29/04/1981,23.96726799
30/04/1981,24.26942532
01/05/1981,25.18660689
02/05/1981,24.78150817
03/05/1981,24.22664922
04/05/1981,23.56150817
05/05/1981,24.00947209
06/05/1981,24.06150817
07/05/1981,24.12150817
08/05/1981,22.83042716
09/05/1981,24.12150817
10/05/1981,24.30150817
11/05/1981,22.82188799
12/05/1981,23.39618579
13/05/1981,22.94091881
14/05/1981,22.18471086
15/05/1981,23.86851703
16/05/1981,24.33999196
17/05/1981,24.19907922
18/05/1981,23.72150817
19/05/1981,23.40760429
20/05/1981,23.86003429
21/05/1981,22.43714086
22/05/1981,23.88150817
23/05/1981,22.25521662
24/05/1981,23.13143867
25/05/1981,21.94566593
26/05/1981,23.1761999
27/05/1981,22.93714086
28/05/1981,22.92378401
29/05/1981,23.88150817
30/05/1981,23.46471086
31/05/1981,23.35236552
01/06/1981,23.63644746
02/06/1981,23.65545006
03/06/1981,23.911658
04/06/1981,23.50970554
05/06/1981,24.47542184
06/06/1981,23.2849443
07/06/1981,23.25924211
08/06/1981,23.33633458
09/06/1981,23.72152314
10/06/1981,22.24210732
11/06/1981,21.93734608
12/06/1981,21.16152314
13/06/1981,22.96209321
14/06/1981,22.90018307
15/06/1981,23.90152314
16/06/1981,24.08118047
17/06/1981,23.41167211
18/06/1981,22.45449499
19/06/1981,22.07255663
20/06/1981,22.28495841
21/06/1981,21.36152314
22/06/1981,21.8106606
23/06/1981,21.79067471
24/06/1981,22.279228
25/06/1981,22.27356814
26/06/1981,22.48119458
27/06/1981,22.05073115
28/06/1981,21.56113814
29/06/1981,22.16112403
30/06/1981,22.6935117
01/07/1981,22.75470701
02/07/1981,22.15852728
03/07/1981,21.33945413
04/07/1981,21.92994577
05/07/1981,21.77664536
06/07/1981,22.27762865
07/07/1981,22.08715112
08/07/1981,21.08671441
09/07/1981,21.04710879
10/07/1981,21.70671441
11/07/1981,23.04671441
12/07/1981,22.72997399
13/07/1981,23.16525509
14/07/1981,22.05473523
15/07/1981,21.92997399
16/07/1981,21.68042331
17/07/1981,21.88420125
18/07/1981,22.36671441
19/07/1981,22.03473523
20/07/1981,22.0499881
21/07/1981,21.42994577
22/07/1981,20.68899071
23/07/1981,20.6032744
24/07/1981,20.84671441
25/07/1981,20.78524098
26/07/1981,21.6652692
27/07/1981,21.33188413
28/07/1981,20.84671441
29/07/1981,21.17861194
30/07/1981,21.0138366
31/07/1981,21.24715112
01/08/1981,21.82936731
02/08/1981,22.23984484
03/08/1981,23.29280462
04/08/1981,21.85029416
05/08/1981,21.59126334
06/08/1981,21.80844046
07/08/1981,21.26362279
08/08/1981,22.1636369
09/08/1981,21.79219019
10/08/1981,22.39280462
11/08/1981,21.04836991
12/08/1981,21.25504128
13/08/1981,20.71308881
14/08/1981,21.54827114
15/08/1981,22.39280462
16/08/1981,22.57280462
17/08/1981,23.07697964
18/08/1981,23.13280462
19/08/1981,23.03023772
20/08/1981,21.81977429
21/08/1981,21.91697964
22/08/1981,21.86838402
23/08/1981,22.16365101
24/08/1981,22.54268183
25/08/1981,22.05280462
26/08/1981,22.55217608
27/08/1981,21.47122101
28/08/1981,21.48072936
29/08/1981,21.36255484
30/08/1981,21.88456375
31/08/1981,21.88169854
01/09/1981,21.88791145
02/09/1981,21.12992835
03/09/1981,21.48220926
04/09/1981,21.44689994
05/09/1981,23.05830433
06/09/1981,22.84992835
07/09/1981,22.8459872
08/09/1981,23.11362775
09/09/1981,21.54992835
10/09/1981,21.44316433
11/09/1981,20.89647885
12/09/1981,22.40508857
13/09/1981,22.47076255
14/09/1981,22.17357131
15/09/1981,23.44500391
16/09/1981,23.79167528
17/09/1981,24.00216693
18/09/1981,23.18219515
19/09/1981,23.80992835
20/09/1981,23.09746213
21/09/1981,23.05744803
22/09/1981,23.7202709
23/09/1981,23.80411939
24/09/1981,22.91744803
25/09/1981,22.85645063
26/09/1981,23.01073433
27/09/1981,23.58992835
28/09/1981,23.90124008
29/09/1981,24.17550967
30/09/1981,22.2611272
01/10/1981,23.81433303
02/10/1981,24.69617984
03/10/1981,24.2485534
04/10/1981,24.19238779
05/10/1981,24.65522477
06/10/1981,24.81713491
07/10/1981,24.25522477
08/10/1981,24.82661505
09/10/1981,24.62087052
10/10/1981,23.18751367
11/10/1981,24.28852518
12/10/1981,24.36662915
13/10/1981,22.98558943
14/10/1981,24.84182559
15/10/1981,24.97137628
16/10/1981,25.4685534
17/10/1981,25.3722608
18/10/1981,24.88565998
19/10/1981,25.19716313
20/10/1981,24.91523888
21/10/1981,24.615126
22/10/1981,25.0294097
23/10/1981,24.52471902
24/10/1981,25.16950847
25/10/1981,24.38282299
26/10/1981,24.91433303
27/10/1981,24.94185381
28/10/1981,24.74470491
29/10/1981,25.55332874
30/10/1981,25.09903094
31/10/1981,25.07710669
01/11/1981,24.90894808
02/11/1981,25.22608287
03/11/1981,25.41845643
04/11/1981,25.49467849
05/11/1981,23.80981849
06/11/1981,25.38799301
07/11/1981,24.99182739
08/11/1981,25.65522042
09/11/1981,24.72803534
10/11/1981,25.32896219
11/11/1981,25.14799301
12/11/1981,25.37522042
13/11/1981,25.51522042
14/11/1981,24.87522042
15/11/1981,24.78606876
16/11/1981,24.85656041
17/11/1981,26.03522042
18/11/1981,25.65943972
19/11/1981,24.69942561
20/11/1981,25.36133575
21/11/1981,25.17845643
22/11/1981,25.71085821
23/11/1981,25.78991726
24/11/1981,25.60136397
25/11/1981,25.08229082
26/11/1981,24.85656041
27/11/1981,25.1822626
28/11/1981,25.89848465
29/11/1981,25.98514191
30/11/1981,26.02133575
01/12/1981,26.1243729
02/12/1981,26.08343194
03/12/1981,25.5329544
04/12/1981,26.06346016
05/12/1981,25.27962577
06/12/1981,25.34442933
07/12/1981,25.21676057
08/12/1981,25.0386707
09/12/1981,25.14058084
10/12/1981,25.67485043
11/12/1981,25.44629714
12/12/1981,25.49296851
13/12/1981,25.26120367
14/12/1981,25.44053851
15/12/1981,26.01486454
16/12/1981,26.03011742
17/12/1981,25.70120367
18/12/1981,24.40120367
19/12/1981,25.17674646
20/12/1981,24.60120367
21/12/1981,24.43389536
22/12/1981,23.94913413
23/12/1981,25.23583372
24/12/1981,25.35774385
25/12/1981,24.95392358
26/12/1981,24.44912002
27/12/1981,25.31959755
28/12/1981,25.60051029
29/12/1981,26.21956933
30/12/1981,26.06720988
31/12/1981,25.68120367
01/01/1982,25.82831415
02/01/1982,25.7249954
03/01/1982,25.7554306
04/01/1982,25.33919444
05/01/1982,25.34874512
06/01/1982,25.56404033
07/01/1982,25.61163855
08/01/1982,25.06307115
09/01/1982,25.83544471
10/01/1982,24.63731252
11/01/1982,25.38831415
12/01/1982,25.40013539
13/01/1982,25.28831415
14/01/1982,25.56831415
15/01/1982,24.74582348
16/01/1982,25.88302882
17/01/1982,25.96491074
18/01/1982,24.88831415
19/01/1982,24.76680676
20/01/1982,25.58831415
21/01/1982,24.50401211
22/01/1982,25.52691964
23/01/1982,25.32211608
24/01/1982,25.53829581
25/01/1982,24.62684909
26/01/1982,25.00523797
27/01/1982,25.12208786
28/01/1982,24.34111868
29/01/1982,24.48017772
30/01/1982,25.36831415
31/01/1982,25.33544471
01/02/1982,24.98038606
02/02/1982,25.76804072
03/02/1982,25.04163747
04/02/1982,24.84139757
05/02/1982,24.93181867
06/02/1982,25.36992264
07/02/1982,24.86322305
08/02/1982,25.10163747
09/02/1982,24.88163747
10/02/1982,24.26163747
11/02/1982,24.82709976
12/02/1982,24.66163747
13/02/1982,25.62613058
14/02/1982,24.32232442
15/02/1982,24.80705743
16/02/1982,25.18235264
17/02/1982,22.52163747
18/02/1982,23.53666456
19/02/1982,23.82163747
20/02/1982,24.58163747
21/02/1982,25.18805483
22/02/1982,25.52163747
23/02/1982,25.48163747
24/02/1982,25.14038606
25/02/1982,24.79371469
26/02/1982,24.47274552
27/02/1982,25.06798428
28/02/1982,24.85183278
01/03/1982,24.92163073
02/03/1982,25.30733292
03/03/1982,25.84922895
04/03/1982,25.36449593
05/03/1982,25.65115319
06/03/1982,24.62458158
07/03/1982,25.0558721
08/03/1982,25.96458158
09/03/1982,25.46458158
10/03/1982,24.83300689
11/03/1982,25.89969237
12/03/1982,24.36458158
13/03/1982,24.73300689
14/03/1982,24.48458158
15/03/1982,21.64458158
16/03/1982,24.66458158
17/03/1982,25.77495936
18/03/1982,24.88458158
19/03/1982,25.48248703
20/03/1982,25.82458158
21/03/1982,25.94924306
22/03/1982,25.48351264
23/03/1982,26.11588621
24/03/1982,26.253021
25/03/1982,26.74922895
26/03/1982,26.51112497
27/03/1982,26.33876552
28/03/1982,25.92924306
29/03/1982,25.86639196
30/03/1982,24.63396196
31/03/1982,25.26458158
01/04/1982,25.39352551
02/04/1982,25.22346182
03/04/1982,25.23867237
04/04/1982,26.44942532
05/04/1982,26.28942532
06/04/1982,27.70942532
07/04/1982,28.16942532
08/04/1982,25.3114927
09/04/1982,27.02942532
10/04/1982,26.94942532
11/04/1982,25.92942532
12/04/1982,26.16942532
13/04/1982,25.8948521
14/04/1982,24.02530141
15/04/1982,23.66339127
16/04/1982,25.24246443
17/04/1982,25.40722566
18/04/1982,23.93352551
19/04/1982,24.63583538
20/04/1982,25.11775963
21/04/1982,24.21352551
22/04/1982,24.95352551
23/04/1982,24.79396758
24/04/1982,25.39352551
25/04/1982,24.80065306
26/04/1982,24.65684689
27/04/1982,25.27352551
28/04/1982,24.57975443
29/04/1982,23.35402402
30/04/1982,23.90826539
01/05/1982,24.53618579
02/05/1982,24.64150817
03/05/1982,23.97711264
04/05/1982,24.34471086
05/05/1982,24.26150817
06/05/1982,23.43909333
07/05/1982,24.03912155
08/05/1982,23.06150817
09/05/1982,22.58150817
10/05/1982,23.46669155
11/05/1982,23.23999196
12/05/1982,23.20000607
13/05/1982,23.74150817
14/05/1982,23.90150817
15/05/1982,23.84150817
16/05/1982,23.97236552
17/05/1982,23.45428977
18/05/1982,23.379051
19/05/1982,23.15042716
20/05/1982,24.03615757
21/05/1982,22.93421922
22/05/1982,24.34570826
23/05/1982,23.84479552
24/05/1982,22.90951442
25/05/1982,23.57141045
26/05/1982,23.34150817
27/05/1982,23.52096114
28/05/1982,23.51239374
29/05/1982,23.36097525
30/05/1982,23.75143867
31/05/1982,23.28000607
01/06/1982,22.47543595
02/06/1982,22.89353992
03/06/1982,23.22595581
04/06/1982,22.77731786
05/06/1982,23.61167211
06/06/1982,23.22152314
07/06/1982,23.64152314
08/06/1982,22.84152314
09/06/1982,23.48977609
10/06/1982,23.364088
11/06/1982,23.44405978
12/06/1982,22.36495841
13/06/1982,22.47830115
14/06/1982,23.32405978
15/06/1982,21.62152314
16/06/1982,22.78783773
17/06/1982,23.28880691
18/06/1982,22.92152314
19/06/1982,22.60152314
20/06/1982,22.40689677
21/06/1982,22.44152314
22/06/1982,20.88299184
23/06/1982,22.60588526
24/06/1982,21.68152314
25/06/1982,21.60152314
26/06/1982,22.68021129
27/06/1982,22.82152314
28/06/1982,23.00152314
29/06/1982,21.76021129
30/06/1982,23.34880691
01/07/1982,23.04671441
02/07/1982,22.29477756
03/07/1982,22.56671441
04/07/1982,22.44146304
05/07/1982,21.78671441
06/07/1982,23.0738366
07/07/1982,21.16671441
08/07/1982,20.80671441
09/07/1982,21.52234756
10/07/1982,22.07185591
11/07/1982,22.89188413
12/07/1982,22.88045153
13/07/1982,22.20422947
14/07/1982,21.36671441
15/07/1982,23.43661714
16/07/1982,22.18671441
17/07/1982,21.66710879
18/07/1982,21.96671441
19/07/1982,20.87661714
20/07/1982,21.49664536
21/07/1982,21.64903303
22/07/1982,21.52671441
23/07/1982,22.8928392
24/07/1982,22.74671441
25/07/1982,22.24671441
26/07/1982,21.99854139
27/07/1982,22.18671441
28/07/1982,21.92671441
29/07/1982,21.59185591
30/07/1982,22.77279687
31/07/1982,22.14135016
01/08/1982,23.02836991
02/08/1982,22.28072936
03/08/1982,21.79217608
04/08/1982,22.37508361
05/08/1982,22.25508361
06/08/1982,21.89697964
07/08/1982,20.91280462
08/08/1982,21.7465021
09/08/1982,22.47217608
10/08/1982,21.69280462
11/08/1982,21.86651621
12/08/1982,21.14532427
13/08/1982,21.85314525
14/08/1982,21.94457786
15/08/1982,21.83410032
16/08/1982,22.69280462
17/08/1982,22.38842635
18/08/1982,23.35984484
19/08/1982,20.95280462
20/08/1982,23.68532427
21/08/1982,23.77314525
22/08/1982,22.67280462
23/08/1982,22.85280462
24/08/1982,22.53280462
25/08/1982,22.07123512
26/08/1982,20.85280462
27/08/1982,21.77219019
28/08/1982,22.03029416
29/08/1982,22.81223251
30/08/1982,23.07980251
31/08/1982,23.39599635
01/09/1982,23.23074844
02/09/1982,23.51359953
03/09/1982,22.44992835
04/09/1982,23.00218104
05/09/1982,21.68992835
06/09/1982,22.90501802
07/09/1982,22.53257391
08/09/1982,21.12992835
09/09/1982,21.14972282
10/09/1982,23.02504624
11/09/1982,22.52402063
12/09/1982,23.61646474
13/09/1982,23.56791145
14/09/1982,22.92692816
15/09/1982,22.53263035
16/09/1982,21.85737748
17/09/1982,23.62218104
18/09/1982,23.87930172
19/09/1982,22.72992835
20/09/1982,23.58494748
21/09/1982,23.38992835
22/09/1982,23.950692
23/09/1982,23.80992835
24/09/1982,23.94028501
25/09/1982,23.8794146
26/09/1982,23.59359953
27/09/1982,23.5849757
28/09/1982,23.69635186
29/09/1982,23.85729282
30/09/1982,24.07163296
01/10/1982,24.16001422
02/10/1982,23.78095518
03/10/1982,23.90852518
04/10/1982,21.93433303
05/10/1982,23.67327231
06/10/1982,24.31424148
07/10/1982,24.25433303
08/10/1982,24.41428381
09/10/1982,24.81433303
10/10/1982,23.77521066
11/10/1982,24.41046354
12/10/1982,23.48565998
13/10/1982,23.77519655
14/10/1982,24.56473313
15/10/1982,24.63433303
16/10/1982,23.98761244
17/10/1982,22.99433303
18/10/1982,22.47421326
19/10/1982,23.91422737
20/10/1982,24.78574464
21/10/1982,24.49620806
22/10/1982,24.36471902
23/10/1982,24.86189614
24/10/1982,24.04186792
25/10/1982,25.85241601
26/10/1982,25.09900272
27/10/1982,25.37143272
28/10/1982,23.99433303
29/10/1982,24.90757011
30/10/1982,24.71709258
31/10/1982,24.27433303
01/11/1982,23.35465027
02/11/1982,24.56706616
03/11/1982,24.65522042
04/11/1982,24.11522042
05/11/1982,24.84609698
06/11/1982,25.00991726
07/11/1982,24.58038068
08/11/1982,24.86608287
09/11/1982,25.01372342
10/11/1982,24.75179917
11/11/1982,24.72324589
12/11/1982,24.92130753
13/11/1982,24.97561945
14/11/1982,24.92896219
15/11/1982,25.36517013
16/11/1982,25.3975578
17/11/1982,25.3251278
18/11/1982,25.32796479
19/11/1982,25.46229082
20/11/1982,24.49275424
21/11/1982,24.63522042
22/11/1982,24.82703794
23/11/1982,25.44896219
24/11/1982,24.39522042
25/11/1982,25.0851278
26/11/1982,24.94324589
27/11/1982,25.79275424
28/11/1982,25.66706616
29/11/1982,25.25656041
30/11/1982,24.38035246
01/12/1982,24.61104426
02/12/1982,25.10534207
03/12/1982,25.01100194
04/12/1982,24.62247687
05/12/1982,25.41299673
06/12/1982,24.66720988
07/12/1982,25.22058084
08/12/1982,25.07958344
09/12/1982,25.06628303
10/12/1982,25.28344605
11/12/1982,25.76917646
