COMID,Run Day,Date,Areal Average Precipitation [cm/day],Total Precipitation Volume [cm/day],Outlet Precipitation  [cm/day],Areal Average Temperature [deg C],Outlet Temperature [deg C],Average Areal Runoff [cm/day],Total Runoff Volume [cm/day],Outlet Runoff [cm/day],Shallow GroundWater Discharge [cm/day],Snow Fall [cm/day],Snow Melt [cm/day],Areal Precipitation + Snow Melt [cm/day],Average Catchment Saturated Storage [cm],Total Areal Saturated storage Volume [cm],Outlet Catchment Saturated storage [cm],Average Areal Evapotranspiration [cm/day],Evapotranspiration [cm/day],Outlet Evapotranspiration [cm/day],Daylight hours [hours],Percolation [cm/day ?],Average Catchment Unsaturated Storage [cm],Total Areal Unsaturated Storage [cm],Outlet Catchment Unsaturated Storage [cm],Modeled Inflow [m3/day],Modeled Outflow [m3/day],Average Deep seepage [cm],Deep seepage [cm],Outlet Deep seepage [cm],Generated Flow [m3/day],Modeled Outflow [m3/s],Observed Flow [m3/s],Catchment Balance % Volume Error,Basin Water Balance [% Volume Error]
307621000,11,11/01/2001,0.27848863722073613,200.3839925144457,0.3204747496653312,25.08933187759618,25.178509782588616,0.0,0.0,0.0,0.0,0.0,0.0,200.3839925144457,0.0,0.0,0.0,0.27848863722073613,200.3839925144457,0.3204747496653312,12.475113591712391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.651595116,0.0,0.0
307621000,12,12/01/2001,1.4896987424579893,1071.8993228469642,1.6589622032590077,25.68846518031175,25.784391106233546,0.0,0.0,0.0,0.0,0.0,0.0,1071.8993228469642,0.0,0.0,0.0,0.3607192977253179,259.552324204573,0.3624367077627264,12.471575093557693,0.0,1.1289794447326715,812.3469986423912,1.2965254954962813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.424422741,1.2965254954962813,1.1289794447326715
307621000,13,13/01/2001,0.6398794669642798,460.41951153894485,0.6971236634939023,25.494260277081782,25.602672281239418,0.0,0.0,0.0,0.0,0.0,0.0,460.41951153894485,0.0,0.0,0.0,0.35661311386582506,256.59775656412967,0.3585649923832639,12.467889969936298,0.0,1.4122457978311262,1016.1687536172064,1.6350841666069198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.912020206,0.3385586711106384,0.2832663530984547
307621000,14,14/01/2001,0.32672780803373297,235.09405372040027,0.35470112759646527,25.687414448416323,25.79014807497337,0.0,0.0,0.0,0.0,0.0,0.0,235.09405372040027,0.0,0.0,0.0,0.36026393543694507,259.2246723682349,0.36211979045785864,12.464060231213224,0.0,1.3787096704279138,992.0381349693716,1.6276655037455265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.148533344,-0.007418662861393366,-0.03353612740321211
307621000,15,15/01/2001,0.0,0.0,0.0,25.878901065085344,25.977422381365812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3639042021713521,261.8439935345769,0.365691895377823,12.46008794427064,0.0,1.014805468256562,730.1941414347948,1.2619736083677036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.880035639,-0.365691895377823,-0.3639042021713521
307621000,16,16/01/2001,0.320017666528871,230.2658317918504,0.36840185637280937,25.30759847948685,25.410272420727956,0.0,0.0,0.0,0.0,0.0,0.0,230.2658317918504,0.0,0.0,0.0,0.352230416831132,253.44422635708958,0.3540531028813583,12.455975229058403,0.0,0.9825927179543008,707.0157468695556,1.2763223618591546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.619015455,0.014348753491451094,-0.03221275030226098
307621000,17,17/01/2001,0.0,0.0,0.0,25.383244700059144,25.47190352756217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35348418651686814,254.34636505053385,0.3550361797760439,12.451724255122317,0.0,0.6291085314374327,452.66938181902185,0.9212861820831106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.365563154,-0.3550361797760439,-0.35348418651686814
307621000,18,18/01/2001,0.0,0.0,0.0,25.430208723662563,25.53651621506364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3528408317935287,253.88344494954745,0.3560729916802952,12.447337238121234,0.0,0.27626769964390413,198.78593686947445,0.5652131904028155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.881749153,-0.3560729916802952,-0.3528408317935287
307621000,19,19/01/2001,0.0,0.0,0.0,25.640634458795006,25.72565973322648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24923765338265444,179.33671035260858,0.35959848598144784,12.44281643634377,0.0,0.027030046261249694,19.449226516865867,0.20561470442136764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.651595116,-0.35959848598144784,-0.24923765338265444
307621000,20,20/01/2001,0.0,0.0,0.0,25.89367043519158,25.961047045725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027030046261249694,19.449226516865867,0.20561470442136764,12.438164147235213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.429426193,-0.20561470442136764,-0.027030046261249694
307621000,21,21/01/2001,0.0,0.0,0.0,25.730188424734248,25.788740701974266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.433382703944824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.651595116,0.0,0.0
307621000,22,22/01/2001,0.0,0.0,0.0,26.09018842473425,26.14874070197427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.428474471903431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.119774103,0.0,0.0
307621000,23,23/01/2001,0.0,0.0,0.0,26.123239622963126,26.19995964450219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.423441845440736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215363264,0.0,0.0
307621000,24,24/01/2001,0.0,0.0,0.0,26.755403825989664,26.80928439758567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4182872444514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009536505,0.0,0.0
307621000,25,25/01/2001,0.0,0.0,0.0,26.108050517032268,26.200421659219494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.413013111118495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,26,26/01/2001,0.0,0.0,0.0,26.191931964891104,26.260865810804365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.40762190670244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,27,27/01/2001,0.0,0.0,0.0,26.171365550244595,26.22551955343695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402116108403032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009536505,0.0,0.0
307621000,28,28/01/2001,0.0,0.0,0.0,26.551752661215165,26.62849133903404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.396498206301692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215363264,0.0,0.0
307621000,29,29/01/2001,0.0,0.0,0.0,26.259982708667245,26.309125307289115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3907707003905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215363264,0.0,0.0
307621000,30,30/01/2001,0.0,0.0,0.0,26.40527329611675,26.446969415350523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.384936097694105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,31,31/01/2001,2.590589017074056E-4,0.18640350119344834,0.0,26.865090411828795,26.92566227771023,0.0,0.0,0.0,0.0,0.0,0.0,0.18640350119344834,0.0,0.0,0.0,2.590589017074056E-4,0.18640350119344834,0.0,12.378996909490041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,32,01/02/2001,1.2952943673489277E-4,0.09320174043766148,0.0,26.689159631731822,26.757794722081538,0.0,0.0,0.0,0.0,0.0,0.0,0.09320174043766148,0.0,0.0,0.0,1.2952943673489277E-4,0.09320174043766148,0.0,12.372955648632407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,33,02/02/2001,0.0,0.0,0.0,27.66963860743977,27.655881130015803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36681482698341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009536505,0.0,0.0
307621000,34,03/02/2001,0.0,0.0,0.0,26.99295365233374,27.051099973457582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.360576952956686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.429426193,0.0,0.0
307621000,35,04/02/2001,0.3238770759373659,233.04283509704823,0.3592563391259789,26.200531723196573,26.30736167851003,0.0,0.0,0.0,0.0,0.0,0.0,233.04283509704823,0.0,0.0,0.0,0.3238770759373659,233.04283509704823,0.3592563391259789,12.354244529175848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.429426193,0.0,0.0
307621000,36,05/02/2001,0.016549162144907655,11.907800678908998,0.012462495164727513,26.752189581306034,26.789044150082308,0.0,0.0,0.0,0.0,0.0,0.0,11.907800678908998,0.0,0.0,0.0,0.016549162144907655,11.907800678908998,0.012462495164727513,12.347820050251094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215363264,0.0,0.0
307621000,37,06/02/2001,0.0,0.0,0.0,27.132194999081324,27.185182022217987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.341306000676369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271561623,0.0,0.0
307621000,38,07/02/2001,0.0,0.0,0.0,27.25586059071891,27.307183510910953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.334704852848935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,39,08/02/2001,6.476472401497038E-4,0.4660087428245581,0.0,27.565504966402475,27.623396512987636,0.0,0.0,0.0,0.0,0.0,0.0,0.4660087428245581,0.0,0.0,0.0,6.476472401497038E-4,0.4660087428245581,0.0,12.32801906521285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442927361,0.0,0.0
307621000,40,09/02/2001,0.0,0.0,0.0,26.648954115481416,26.72480253492238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.321251080527329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271561623,0.0,0.0
307621000,41,10/02/2001,0.0,0.0,0.0,26.351893574271262,26.407592404266556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.314403324260589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442927361,0.0,0.0
307621000,42,11/02/2001,0.0,0.0,0.0,27.179406949420407,27.20451450368982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.307478203109335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956237972,0.0,0.0
307621000,43,12/02/2001,0.2521266095858681,181.41543278802513,0.27955592921052025,27.016000127344007,27.139629511613407,0.0,0.0,0.0,0.0,0.0,0.0,181.41543278802513,0.0,0.0,0.0,0.2521266095858681,181.41543278802513,0.27955592921052025,12.300478103643659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109259725,0.0,0.0
307621000,44,13/02/2001,0.0,0.0,0.0,27.129863824625044,27.213709298363913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.293405391076764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109259725,0.0,0.0
307621000,45,14/02/2001,0.05118926858263328,36.832777505216534,0.0623376142332341,26.840945580372747,26.936707906485506,0.0,0.0,0.0,0.0,0.0,0.0,36.832777505216534,0.0,0.0,0.0,0.05118926858263328,36.832777505216534,0.0623376142332341,12.28626240815859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442927361,0.0,0.0
307621000,46,15/02/2001,0.5153287697057684,370.80017828285827,0.5821335754875602,26.162108631115746,26.236472336033074,0.0,0.0,0.0,0.0,0.0,0.0,370.80017828285827,0.0,0.0,0.0,0.3590280845543984,258.3354269883564,0.3603855421303403,12.279051474192068,0.0,0.15630068515136994,112.46475129450188,0.22174803335721988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109259725,0.22174803335721988,0.15630068515136994
307621000,47,16/02/2001,0.29007252129900163,208.71907204800493,0.3532464785700449,26.999982708667254,27.049125307289117,0.0,0.0,0.0,0.0,0.0,0.0,208.71907204800493,0.0,0.0,0.0,0.3659567269711492,263.3208692815477,0.3765605867456192,12.271774884170458,0.0,0.08041647947922236,57.86295406095914,0.1984339251816456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,-0.023314108175574333,-0.0758842056721476
307621000,48,17/02/2001,0.0,0.0,0.0,27.14483707022942,27.23480461160419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08041647947922236,57.86295406095914,0.1984339251816456,12.264434908033927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,-0.1984339251816456,-0.08041647947922236
307621000,49,18/02/2001,0.0,0.0,0.0,26.950655681423218,27.03472157049521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.257033790043298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,50,19/02/2001,0.0,0.0,0.0,26.42653794735725,26.516335640724577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.249573748268634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271561623,0.0,0.0
307621000,51,20/02/2001,0.0,0.0,0.0,27.03109698539646,27.078830248150997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.242056974190152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109259725,0.0,0.0
307621000,52,21/02/2001,0.0,0.0,0.0,26.86429924333939,26.93303801203138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.234485632408704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,53,22/02/2001,0.0,0.0,0.0,27.354255546704003,27.454922406405665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.226861860463009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442927361,0.0,0.0
307621000,54,23/02/2001,0.0,0.0,0.0,26.916381817850542,27.04646342507482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21918776875053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271561623,0.0,0.0
307621000,55,24/02/2001,0.0,0.0,0.0,27.465687169879452,27.606436602550318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.211465440548904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,56,25/02/2001,0.0,0.0,0.0,27.343244243362825,27.421474316749816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.203696932134564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,57,26/02/2001,0.10367383120559891,74.59757217950785,0.12467522746646818,26.67334110739335,26.758265767280903,0.0,0.0,0.0,0.0,0.0,0.0,74.59757217950785,0.0,0.0,0.0,0.10367383120559891,74.59757217950785,0.12467522746646818,12.19588427299528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442927361,0.0,0.0
307621000,58,27/02/2001,0.0,0.0,0.0,26.988503006945948,27.08100009937287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.188029466133083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271561623,0.0,0.0
307621000,59,28/02/2001,0.0,0.0,0.0,27.12527906279382,27.18730129571243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.180134488454106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442927361,0.0,0.0
307621000,60,01/03/2001,0.11468383445756959,82.51972092943409,0.12467522746646818,26.931522033123507,27.004646247774577,0.0,0.0,0.0,0.0,0.0,0.0,82.51972092943409,0.0,0.0,0.0,0.11468383445756959,82.51972092943409,0.12467522746646818,12.172201291241775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,61,02/03/2001,0.05131879801936817,36.9259792456542,0.0623376142332341,27.115117166610034,27.197097199700767,0.0,0.0,0.0,0.0,0.0,0.0,36.9259792456542,0.0,0.0,0.0,0.05131879801936817,36.9259792456542,0.0623376142332341,12.164231800709723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.442927361,0.0,0.0
307621000,62,03/03/2001,0.0,0.0,0.0,27.262840188544818,27.371821837517544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.156227918630792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109259725,0.0,0.0
307621000,63,04/03/2001,0.0,0.0,0.0,27.09942252065969,27.16454014194544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.148191523038518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,64,05/03/2001,0.0,0.0,0.0,27.35765187609595,27.441846582510745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.140124468997424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,65,06/03/2001,0.0,0.0,0.0,27.216661907282745,27.28369554186027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.132028589438427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623161554,0.0,0.0
307621000,66,07/03/2001,0.0,0.0,0.0,27.347748396896638,27.434444025665094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.123905696055765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,67,08/03/2001,0.10237853669706187,73.6655546735406,0.12467522746646818,27.295635922183187,27.435008178762384,0.0,0.0,0.0,0.0,0.0,0.0,73.6655546735406,0.0,0.0,0.0,0.10237853669706187,73.6655546735406,0.12467522746646818,12.1157575802618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,68,09/03/2001,0.0,0.0,0.0,25.778896223018563,25.863437293945935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.107586014196075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812085748,0.0,0.0
307621000,69,10/03/2001,0.09598514014532691,69.06524372530868,0.07228247067434722,26.92593001412952,27.009212512611214,0.0,0.0,0.0,0.0,0.0,0.0,69.06524372530868,0.0,0.0,0.0,0.09598514014532691,69.06524372530868,0.07228247067434722,12.09939275178501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215363264,0.0,0.0
307621000,70,11/03/2001,0.07281631322217873,52.394322832199705,0.05483497762673903,26.361098902112133,26.44607766841894,0.0,0.0,0.0,0.0,0.0,0.0,52.394322832199705,0.0,0.0,0.0,0.07281631322217873,52.394322832199705,0.05483497762673903,12.091179529848748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215363264,0.0,0.0
307621000,71,12/03/2001,0.1556916527442018,112.0265275072157,0.11714745253532492,26.830816546689388,26.937404140590868,0.0,0.0,0.0,0.0,0.0,0.0,112.0265275072157,0.0,0.0,0.0,0.1556916527442018,112.0265275072157,0.11714745253532492,12.082948069251525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6003232,0.0,0.0
307621000,72,13/03/2001,0.6075090749154318,437.12768727372475,0.6750197817780254,25.58596760439059,25.667862718411474,0.0,0.0,0.0,0.0,0.0,0.0,437.12768727372475,0.0,0.0,0.0,0.3361944476708314,241.9056890715177,0.3377021885900402,12.074700076092116,0.0,0.27131462724460037,195.221998202207,0.33731759318798515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.912020206,0.33731759318798515,0.27131462724460037
