COMID,Year,Local Cumulative Precip (cm /y),Local Average Temperature C,Local Cumulative Runoff (cm/y),Cumulative Generated Sediment Load (tonnes/year),Cumulative WaterShed Precip cm/y,Routed Outflow m3/year,Routed Sediment Load (tonnes/year)
307676500,2001,110.52293551047545,25.1916555870517,0.028450416756864452,0.0,110.52293551047545,2.297096898679309E7,0.0
307676500,2002,132.2765057514869,25.19231419574455,0.006806101912768334,0.0,132.2765057514869,4.06153268752167E7,0.0
307676500,2003,91.07691664074632,25.607205465105576,0.002793413979748541,0.0,91.07691664074632,8405953.516578812,0.0
307676500,2004,171.66603144615888,25.03708307827966,0.09682024764854799,0.0,171.66603144615888,8.052244430934031E7,0.0
307676500,2005,122.1218598363467,25.36967899736802,0.008269550323884302,0.0,122.1218598363467,5.946472229922383E7,0.0
307676500,2006,100.99000106763978,25.5701985706772,0.0013302232013852509,0.0,100.99000106763978,3.153161314481892E7,0.0
307676500,2007,119.55675301060545,25.090986955781382,0.0016151801751071138,0.0,119.55675301060545,2.757767363954845E7,0.0
307676500,2008,116.52251062405395,25.206712293345102,0.011290469123995025,0.0,116.52251062405395,4.4389235453194074E7,0.0
307676500,2009,122.19185572890606,25.507379555367404,0.00447158041883871,0.0,122.19185572890606,4.6534800373402864E7,0.0
307676500,2010,114.06733382250857,25.495604350774315,1.0372289286387373,0.0,114.06733382250857,3.0562174485378012E7,0.0
307676500,2011,135.51927089320984,25.10513077122246,2.4800310891507853,0.0,135.51927089320984,5.441163328066299E7,0.0
307676500,2012,74.5912909816236,25.423015343884543,8.094468452840376E-4,0.0,74.5912909816236,1.4760219921174588E7,0.0
307676500,2013,114.88335569643282,25.619163966967047,0.03810629369130628,0.0,114.88335569643282,2.96179045973731E7,0.0
307676500,2014,109.60897821569279,25.037527847369525,0.005688792260124351,0.0,109.60897821569279,1.977413389249859E7,0.0
307668700,2001,114.86508945936646,25.225863862711957,0.031623963353830734,0.0,225.38802496984192,1.3944819853667794E7,0.0
307668700,2002,137.14628686452085,25.22562813504122,1.0545340111303875E-5,0.0,269.42279261600777,2.4992211233018983E7,0.0
307668700,2003,94.9895403832564,25.63096694116338,2.9797393533705083E-6,0.0,186.06645702400272,5161418.759668139,0.0
307668700,2004,178.5354012934842,25.06576591166426,0.12899060492503975,0.0,350.2014327396431,4.733615178600918E7,0.0
307668700,2005,126.86480077486374,25.403054326128828,0.0018162715912511031,0.0,248.98666061121043,3.5443384782159016E7,0.0
307668700,2006,108.69747610438078,25.60270259376607,0.0,0.0,209.68747717202058,2.0792425624376666E7,0.0
307668700,2007,123.03843659919829,25.126293054686464,0.0,0.0,242.59518960980375,1.7696142452778988E7,0.0
307668700,2008,120.6021868938869,25.241741592308607,0.019857793611529714,0.0,237.12469751794083,2.6795806720596407E7,0.0
307668700,2009,125.50567011290342,25.539245080459004,0.0,0.0,247.69752584180947,2.7222856261553455E7,0.0
307668700,2010,117.24021825703801,25.53109368055033,0.9999172249513991,0.0,231.30755207954658,1.8367861003672395E7,0.0
307668700,2011,140.68787516519268,25.135478279294173,2.708729363087665,0.0,276.2071460584025,3.191197672640965E7,0.0
307668700,2012,77.27140134654219,25.444427603918026,0.0,0.0,151.8626923281658,9390805.727571039,0.0
307668700,2013,120.05530870776632,25.643227249942683,0.05384026212270809,0.0,234.93866440419913,1.8594607263859108E7,0.0
307668700,2014,114.4938330152558,25.06599500166279,1.436742807875576E-4,0.0,224.1028112309486,1.2975880015013384E7,0.0
307668800,2001,120.22134017841907,25.33572284643404,6.915727486780299,0.0,345.60936514826096,1.0106650055238615E8,0.0
307668800,2002,145.60641081122296,25.33248030256536,6.112951628536586,0.0,415.0292034272307,1.7471345334077588E8,0.0
307668800,2003,101.55407200591672,25.70810386315525,3.3084834785763544,0.0,287.62052902991945,4.318211363443777E7,0.0
307668800,2004,187.00701375667043,25.160494388977995,13.979280166429724,0.0,537.2084464963135,3.252090559222486E8,0.0
307668800,2005,132.13465893298357,25.510761995880767,6.557189518270269,0.0,381.121319544194,2.370760288159381E8,0.0
307668800,2006,120.07399938395882,25.706503409860712,3.0258154757802256,0.0,329.76147655597936,1.4899009214959288E8,0.0
307668800,2007,128.66143193010322,25.23849931686894,2.355795763420178,0.0,371.256621539907,1.253125126662708E8,0.0
307668800,2008,126.80964383149578,25.353084972720595,4.513258831181448,0.0,363.93434134943664,1.8446619300935644E8,0.0
307668800,2009,130.8079742697944,25.641019789190587,4.7728928234544465,0.0,378.5055001116039,1.8595668354094154E8,0.0
307668800,2010,122.28393949100183,25.643263704608884,11.01887574463664,0.0,353.59149157054844,1.3268240354593621E8,0.0
307668800,2011,150.9611691606292,25.23395741792893,16.473905862724692,0.0,427.16831521903174,2.2637718981884572E8,0.0
307668800,2012,80.28949048024083,25.51622480834761,1.0559206847889162,0.0,232.15218280840662,5.782164803841836E7,0.0
307668800,2013,129.19870544116736,25.723343448662156,5.7685146962460765,0.0,364.1373698453665,1.3506632560224554E8,0.0
307668800,2014,121.37004503793322,25.157916903671122,5.9953154269924305,0.0,345.4728562688818,9.714175442559244E7,0.0
307635600,2001,119.99382975180401,25.35966528110791,6.858173331822827,0.0,465.603194900065,1.404559569345732E7,0.0
307635600,2002,146.63304707230301,25.35595227157763,6.4693734353999215,0.0,561.6622504995337,2.460565273554735E7,0.0
307635600,2003,102.03885593615489,25.723779170246935,3.264887298819062,0.0,389.65938496607436,6539419.197059512,0.0
307635600,2004,186.08121474403865,25.17755142468252,14.096517328568089,0.0,723.2896612403522,4.2974898639925934E7,0.0
307635600,2005,131.54154477462617,25.533516886005412,6.607505480218213,0.0,512.6628643188202,3.103575455437988E7,0.0
307635600,2006,119.63265503992534,25.729928404575396,2.94728614542961,0.0,449.39413159590475,2.10586597974481E7,0.0
307635600,2007,129.09455011748037,25.264570489170854,2.503707397892875,0.0,500.35117165738734,1.7671455175113093E7,0.0
307635600,2008,126.848529855063,25.37893233359024,4.5836746159525825,0.0,490.78287120449966,2.4980749277774677E7,0.0
307635600,2009,130.94120163045923,25.663969714796345,4.897441443574422,0.0,509.44670174206317,2.4885407400513384E7,0.0
307635600,2010,122.00384827567984,25.670184292562094,10.676807116204406,0.0,475.5953398462282,1.8201563288386192E7,0.0
307635600,2011,151.36568394003368,25.25402139730319,17.06707041801362,0.0,578.5339991590654,3.1145961486778468E7,0.0
307635600,2012,80.45714519137448,25.527710607894743,1.094988602413084,0.0,312.6093279997811,7427775.708181004,0.0
307635600,2013,129.86656493192567,25.736909475071602,5.962307755955814,0.0,494.00393477729216,1.933520555654131E7,0.0
307635600,2014,121.2104388330624,25.17726344558909,5.866938053195072,0.0,466.68329510194417,1.4044795261931866E7,0.0
307621000,2001,123.78624477152101,25.391803842151823,7.533930288659392,0.0,589.389439671586,1.3105236590012905E8,0.0
