COMID,Year,Local Cumulative Precip (cm /y),Local Average Temperature C,Local Cumulative Runoff (cm/y),Cumulative Generated Sediment Load (tonnes/year),Cumulative WaterShed Precip cm/y,Routed Outflow m3/year,Routed Sediment Load (tonnes/year)
307621000,2002,152.89546097276522,25.387086304239595,7.377495981365737,0.0,714.5577114722989,2.2851854029331565E8,0.0
307621000,2003,106.8308959955219,25.74711259134927,3.597489925235985,0.0,496.4902809615962,5.874837164074364E7,0.0
307621000,2004,191.97260072083165,25.207688202818595,15.424971351786892,0.0,915.2622619611838,4.167632044384858E8,0.0
307621000,2005,135.5761891109638,25.56551175720874,7.265847282543777,0.0,648.239053429784,3.0322973455424374E8,0.0
307621000,2006,121.67829631547383,25.759752142897216,3.161341085893072,0.0,571.0724279113786,1.9302677328366497E8,0.0
307621000,2007,134.37035578847866,25.29630290827289,3.0338478103163675,0.0,634.7215274458661,1.6372848837561113E8,0.0
307621000,2008,131.30073042867198,25.410436484939392,5.230939702301311,0.0,622.0836016331716,2.3820002570808575E8,0.0
307621000,2009,134.76307109481516,25.693223368269887,5.380966365373186,0.0,644.2097728368783,2.3913329026327142E8,0.0
307621000,2010,125.38238538401261,25.70132677250226,10.79021874256193,0.0,600.9777252302408,1.715774069736022E8,0.0
307621000,2011,158.798241058992,25.28377580925795,19.049052323514672,0.0,737.3322402180574,2.9378104036128277E8,0.0
307621000,2012,83.0934359398519,25.551526629979158,1.27608147991205,0.0,395.702763939633,7.393174606769134E7,0.0
307621000,2013,136.53975865859547,25.762978602244278,7.201247788897724,0.0,630.5436934358877,1.7762413716665408E8,0.0
307621000,2014,126.1040408131435,25.204618685723137,6.631755794900403,0.0,592.7873359150877,1.2815181860175095E8,0.0
